"转让人","受让人","IPC分类号","申请人地区","受让人地址","转让人省份","受让人省份"
"平安普惠企业管理有限公司","北京神州数码云科信息技术有限公司; 神州鲲泰(厦门)信息技术有限公司","G06F40/186","北京","100000 北京市海淀区上地九街9号3层301号","北京","10"
"重庆邮电大学","广州大鱼创福科技有限公司","G06F16/182; G06F16/11; G06F9/50; G06N3/006","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"北京奇虎科技有限公司","北京奇安信科技有限公司","H04L12/26; H04L29/06","北京","100015 北京市朝阳区酒仙桥路甲10号3号楼15层17层1701-26","北京","10"
"TCL移动通信科技(宁波)有限公司","TCL通讯(宁波)有限公司","G06F3/0484; G06F3/0488; H04M1/725","浙江","315100 浙江省宁波市高新区扬帆路999弄5号6楼","浙江","31"
"深圳市英威诺科技有限公司","上海兆言网络科技有限公司","G06V10/74; G06V20/40","上海","200000 上海市杨浦区伟成路62号501、502、503、504室","上海","20"
"西安交通大学","税友软件集团股份有限公司","G06F17/30; G06Q40/00","陕西","310053 浙江省杭州市滨江区南环路3738号税友大厦","陕西","31"
"温州大学","陕西师范大学","G06K19/06; G06K7/14; G06F21/60; G06F21/62; G06Q10/04","浙江","710000 陕西省西安市雁塔区长延堡办长安南路东侧","浙江","71"
"出门问问信息科技有限公司","北京羽扇智信息科技有限公司","G06F40/289; G06F40/242; G06F40/216","北京","100000 北京市海淀区高粱桥斜街42号院1号楼-1层-101","北京","10"
"LG电子株式会社","交互数字专利控股公司","H04L1/18; H04L1/16","韩国","美国特拉华州","韩国","美国"
"百度在线网络技术(北京)有限公司","阿波罗智联(北京)科技有限公司","G06F21/64; G06F21/44","北京","100176 北京市大兴区北京经济技术开发区瑞合西二路7号院1号楼1层101","北京","10"
"算丰科技(北京)有限公司; 北京比特大陆科技有限公司","北京比特大陆科技有限公司; 算丰科技(北京)有限公司","G06F17/17","北京","100192 北京市海淀区宝盛南路1号院25号楼2层; 100029 北京市海淀区宝盛南路1号院25号楼三层301","北京","10"
"浙江工业大学","赛特斯信息科技股份有限公司","H04L27/26","浙江","210042 江苏省南京市玄武区玄武大道699号-22号18幢","浙江","21"
"闽江学院","广州诚毅科技咨询有限公司","G06F16/9535; G06F16/35","福建","511466 广东省广州市南沙区丰泽东路106号(自编1号楼)X1301-D010825(集群注册)(JM)","福建","51"
"富士通株式会社","富士施乐株式会社","G06K15/10; B41J11/20; B41J25/308","日本",NA,"日本","Unknown"
"捷开通讯(深圳)有限公司","TCL通讯(宁波)有限公司","G06F3/01; G06K9/00; H04M1/725; H04M1/72451","广东","315040 浙江省宁波市高新区扬帆路999弄5号6楼","广东","31"
"诺基亚有限公司","高通股份有限公司","H04L9/16; H04W12/02; H04L9/14; H04W12/00","美国","美国加利福尼亚州","美国","美国"
"淮阴工学院","合肥九州龙腾科技成果转化有限公司","G06F18/22; G06Q50/30","江苏","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","江苏","23"
"长安大学","合肥九州龙腾科技成果转化有限公司","G06K9/00; G06K9/32; G06K9/62; G06T5/00; G06T5/20; G06T7/13; G06T7/136; G06T7/187; G06T7/194","陕西","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","陕西","23"
"青海大学","合肥九州龙腾科技成果转化有限公司","G01K11/20; C09K11/80; C09K11/77","青海","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","青海","23"
"广东培正学院","同方计算机有限公司","G06F1/18; G06F1/20","广东","214000 江苏省无锡市锡山经济开发区(东亭)春笋东路118号","广东","21"
"四川虹微技术有限公司","四川长虹电器股份有限公司","G06F17/30","四川","621000 四川省绵阳市高新区绵兴东路35号","四川","62"
"OPPO广东移动通信有限公司","皇家飞利浦有限公司","H04L43/106; H04W28/06; H04W72/12; H04L43/0852; H04W56/00; H04W80/02; H04L69/40","广东","荷兰艾恩德霍芬市","广东","荷兰"
"深圳信息职业技术学院","龙图腾网科技(合肥)股份有限公司","H04L12/24; G06F17/16","广东","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","广东","23"
"株式会社NTT都科摩","知识产权之桥一号有限责任公司","H04L12/28; H04L12/56; H04L12/46","日本","日本东京","日本","日本"
"华东交通大学","合肥名龙电子科技有限公司","G06N3/0455; G06N3/0475; G06N3/094; G06N3/048; G06N3/084; G06F18/22; G06F18/213; G06F18/23213; G06F18/24; G05B19/418","江西","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江西","23"
"西南交通大学","华东师范大学","G06Q50/14; G06Q10/06","上海","200062 上海市普陀区中山北路3663号华东师范大学地理馆5409","上海","20"
"曙光信息产业(北京)有限公司","曙光信息产业(北京)有限公司; 曙光信息产业股份有限公司","G06F1/18","北京","100193 北京市海淀区东北旺西路8号院36号楼","北京","10"
"谷歌公司","X开发有限责任公司","H04L12/28; H04B7/14","美国","美国加利福尼亚州","美国","美国"
"英业达科技有限公司; 英业达股份有限公司","慧与发展有限责任合伙企业","G06F1/18","上海","美国德克萨斯州","上海","美国"
"华为技术有限公司","深圳天珑无线科技有限公司","H04L12/40; H04L12/24; H04L12/26","广东","518053 广东省深圳市南山区香山东街1号华侨城东部工业区H-3栋4楼501B","广东","51"
"浪潮软件集团有限公司","浪潮卓数大数据产业发展有限公司","G06F9/50","江苏","214029 江苏省无锡市滨湖区高浪东路999号(软件研发大厦)707","江苏","21"
"西安电子科技大学","江苏濠汉信息技术有限公司","G06T7/33","陕西","226300 江苏省南通市高新区世纪大道998号江海圆梦谷","陕西","22"
"惠州TCL移动通信有限公司","湖北华中电力科技开发有限责任公司","G06F11/22; G06F3/16","广东","430070 湖北省武汉市洪山区珞瑜路546号","广东","43"
"上海博泰悦臻电子设备制造有限公司","上海汽车集团股份有限公司","G06F3/01; G06F3/048; G06F3/0482","上海","201203 上海市张江高科技园区松涛路563号1号楼509室","上海","20"
"广州知弘科技有限公司","城云科技(中国)有限公司","G06F16/332; G06F16/35; G06F9/48; G06F40/289; G06F40/30","浙江","310052 浙江省杭州市滨江区长河街道江南大道588号恒鑫大厦主楼17层、18层","浙江","31"
"深圳市腾讯计算机系统有限公司","腾讯云计算(北京)有限责任公司","G06T19/00","广东","100090 北京市海淀区知春路49号3层西部309","广东","10"
"三洋电机株式会社","松下电器(美国)知识产权公司","H04L12/56; G06F15/00; G06F13/00; G06F21/10; G06F21/62; G06Q50/00; G06Q50/10; H04L12/58; H04L29/06; H04L29/08; H04M3/487; H04M3/493; H04M3/53; H04M11/08; H04W4/12","日本","美国加利福尼亚州","日本","美国"
"张霞","无锡臻永科技有限公司","G06T5/00; G06T7/00; G06T7/11; B61D27/00","江苏","214000 江苏省无锡市梁溪区南湖大道855号801-02室","江苏","21"
"浪潮电子信息产业股份有限公司","苏州浪潮智能科技有限公司","G06F1/18","江苏","215100 江苏省苏州市吴中区吴中经济开发区郭巷街道官浦路1号9幢","江苏","21"
"东北石油大学","合肥九州龙腾科技成果转化有限公司","G06V20/58; G06V10/40; G06V10/80; G06V10/82; G06N3/04","黑龙江","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","黑龙","23"
"中国地质大学(北京)","憨猴科技集团有限公司","G16H40/63; G06N3/126; G06N3/04","北京","100071 北京市丰台区南四环西路186号四区4号楼8层15室","北京","10"
"山东师范大学","芽米科技(广州)有限公司","G06F16/9535; G06N3/0455; G06N3/048; G06N3/08; G06Q10/0639; G06Q50/20","山东","510530 广东省广州市黄埔区科丰路85号801房","山东","51"
"中兴通讯股份有限公司","北京智谷技术服务有限公司","H04L12/46; G06F9/44","广东","100085 北京市海淀区小营西路33号1层1F06室","广东","10"
"汤姆逊许可公司","交互数字CE专利控股公司","H04L29/06; H04N7/24","法国","法国巴黎","法国","法国"
"南通大学","广州中天科技咨询有限公司","G06F1/18","江苏","510700 广东省广州市黄埔区光谱西路69号创意中心402房","江苏","51"
"华东师范大学","上海工业控制安全创新科技有限公司","G06F8/20","上海","200940 上海市普陀区云岭西路600弄6号楼7层","上海","20"
"四川九成信息技术有限公司","南方电网科学研究院有限责任公司","G06F21/57; G06F21/62; G06F21/64","广东","510062 广东省广州市越秀区东风东路水均岗6号","广东","51"
"西安石油大学","中国石油大学(北京)","G06Q10/063; G06Q50/02; G06F18/243; G06F18/2135; G06F18/15; G06N3/0499; G06N3/048; G01V20/00","陕西","102299 北京市昌平区府学路18号","陕西","10"
"阿里巴巴新加坡控股有限公司","阿里巴巴达摩院(杭州)科技有限公司","G06F16/587; G06F16/54; G06F16/787; G06F16/74; G06V10/44; G06V10/74; G06V10/80","新加坡","浙江省杭州市余杭区五常街道文一西路969号3幢5层516室","新加","浙江"
"卡西欧计算机株式会社","北京小米移动软件有限公司","G06F17/30; H04N1/21; G06T1/00; G06F12/00; G06T11/60; H04N5/225; H04N5/76; H04N5/907; H04N5/91; H04N101/00","日本","100080 北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","日本","10"
"西南交通大学","龙图腾网科技(合肥)股份有限公司","G06Q10/06; G06F17/16; G01N30/02; G01R31/12","四川","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","四川","23"
"北京小米移动软件有限公司","华为技术有限公司","G06F9/48","北京","518129 广东省深圳市龙岗区坂田华为总部办公楼","北京","51"
"宁波三博电子科技有限公司","上海星地通讯工程研究所","G06F21/32; G06F21/31; G06F21/60; H04L29/06","上海","201800 上海市嘉定区工业开发区叶城路1288号","上海","20"
"中国科学院遥感与数字地球研究所","中国科学院空天信息创新研究院","G06Q50/26","北京","100080 北京市海淀区北四环西路19号","北京","10"
"盐城工学院","芽米科技(广州)有限公司","G06Q10/10; G06Q50/08; G06T17/05","江苏","510530 广东省广州市黄埔区科丰路85号801房","江苏","51"
"中兴通讯股份有限公司","国网上海市电力公司","H04L12/44","广东","200002 上海市黄浦区南京东路181号","广东","20"
"江苏大学","合肥智慧龙机械设计有限公司","G06Q10/04; G06F17/11","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","江苏","23"
"黄河科技学院","郑州航空工业管理学院","G06F3/0354","河南","450000 河南省郑州市二七区大学中路2号","河南","45"
"西门子公司","西门子保健有限责任公司","G06F17/30; G06K9/62","德国","德国埃朗根市","德国","德国"
"浪潮集团有限公司","山东浪潮人工智能研究院有限公司","G06F17/50","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S05楼北六层","山东","25"
"北京拓思德科技有限公司; 田雪松","田雪松; 北京奇禄管理咨询有限公司; 北京拓思德科技有限公司","G06F3/0354; G06F3/038","北京","100012 北京市朝阳区北苑家园绣菊园5楼4单元701号; 100044 北京市海淀区中关村大街18号8层04-758; 100083 北京市海淀区花园东路10号高德大厦十一层1108号","北京","10"
"浙江理工大学","合肥净龙环保科技有限公司","G06V20/50; G06V10/764; G06V10/82; G06N3/0464; G06N3/048; G06N3/08","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","浙江","23"
"北京旷视科技有限公司","原力图新(重庆)科技有限公司","G06T7/269; G06N3/0464; G06N3/084","北京","401120 重庆市渝北区两江新区卉竹路2号9幢2层257号","北京","40"
"歌尔光学科技有限公司","歌尔科技有限公司","G06F8/654; G06F11/14","山东","266100 山东省青岛市崂山区松岭路500号","山东","26"
"哈尔滨工程大学","陕西合友网络科技有限公司","G06V20/10; G06V10/44; G06V10/762; G06V10/80; G06V10/82; G06N3/0464; G06N3/0442; G06N3/08","陕西","712000 陕西省咸阳市西咸新区沣西新城尚业路1309号总部经济园6号楼5层5-01室","陕西","71"
"哈尔滨工业大学(威海)","哈尔滨工业大学","G06T5/00","山东","150006 黑龙江省哈尔滨市南岗区西大直街92号","山东","15"
"努比亚技术有限公司","广西电网有限责任公司","G06F11/14; H04L67/10; H04L67/55; G06F9/54","广西","530012 广西壮族自治区南宁市兴宁区民主路6号","广西","53"
"北京字节跳动网络技术有限公司","北京火山引擎科技有限公司","G06F11/36","北京","100190 北京市海淀区紫金数码园4号楼13层1309","北京","10"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","鸿富锦精密工业(武汉)有限公司; 鸿海精密工业股份有限公司","G06F1/18","湖北","430000 湖北省武汉市东湖新技术开发区光谷二路特一号富士康科技园","湖北","43"
"成都信息工程大学","合肥名龙电子科技有限公司","G06F11/10","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","四川","23"
"威海海洋职业学院","龙图腾网科技(合肥)股份有限公司","G06V20/00; G06V10/82; G06V10/56; G06V10/26; G06N3/04; G06N3/08","山东","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","山东","23"
"原相科技股份有限公司","神盾股份有限公司","G06F3/033; H04N3/15; H04N5/335; G06F3/0354; H04N5/341; H04N25/00","台湾","中国台湾新竹市","台湾","中国"
"艾利森电话股份有限公司","因芬尼昂技术股份公司","G06F17/50; H01L21/82","瑞典",NA,"瑞典","Unknown"
"建信金融科技有限责任公司","中国建设银行股份有限公司","H04L9/08; H04L9/06; H04L67/10; G06F16/27; G06F21/60","北京","100033 北京市西城区金融大街25号","北京","10"
"安庆师范大学","河北凯通信息技术服务有限公司","G06T7/40; G06T7/90","安徽","073000 河北省保定市定州市商业街与兴定路交叉口北行200米路西(爵仕山小区3幢19层1910号)","安徽","07"
"西安电子科技大学","OPPO广东移动通信有限公司","H04L9/08; H04W8/00; H04W12/02; H04W12/03; H04W12/0431; H04W12/06; H04W12/50; H04W12/122","陕西","523860 广东省东莞市长安镇乌沙海滨路18号","陕西","52"
"诺基亚公司","诺基亚公司; 诺基亚技术有限公司","H04L29/06; H04L12/58","美国","芬兰埃斯波","美国","芬兰"
"诺基亚公司","诺基亚技术有限公司; 诺基亚公司","H04L12/56","美国","芬兰埃斯波","美国","芬兰"
"闪迪技术公司; 西部数据技术公司","西部数据技术公司; 闪迪技术公司","G06F11/14","美国","美国加利福尼亚州","美国","美国"
"汤姆森许可贸易公司","交互数字CE专利控股公司","H04L12/28; H04L12/66; H04L29/06; G06F13/00; H04L12/40; H04L12/46; H04L12/64; H04L29/08; H04Q9/00","法国","法国巴黎","法国","法国"
"郑州云海信息技术有限公司","浪潮(北京)电子信息产业有限公司","G06F9/48; G06F9/52","北京","100085 北京市海淀区上地信息路2号2-1号C栋1层","北京","10"
"广州威创信息技术有限公司","广东奥飞数据科技股份有限公司","G06F3/06","广东","510000 广东省广州市南沙区南沙街进港大道8号1508房","广东","51"
"齐鲁工业大学","浙江丰能医药科技有限公司","G06T7/246; G06N3/0464; G06N3/08; G06T7/50","山东","324000 浙江省衢州市衢江区桔海二路28号3幢301室(临)","山东","32"
"华为技术有限公司; 华为软件技术有限公司","超聚变数字技术有限公司; 华为技术有限公司","H04L29/08","江苏","450046 河南省郑州市郑东新区龙子湖智慧岛正商博雅广场1号楼9层; 518129 广东省深圳市龙岗区坂田华为总部办公楼","江苏","45"
"广东电网有限责任公司电力调度控制中心","南方电网电力科技股份有限公司","G06Q10/04; G06Q50/06","广东","510000 广东省广州市越秀区西华路捶帽新街1-3号华业大厦附楼501-503室(不可作厂房使用)","广东","51"
"绥化学院","合肥名龙电子科技有限公司","H04L25/03; H04L27/02; H04L27/04; G06N3/126; G06F17/18; H04L41/14; H04L41/147","黑龙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","黑龙","23"
"山东汇贸电子口岸有限公司","浪潮卓数大数据产业发展有限公司","G06Q50/14; G06Q30/02","江苏","214029 江苏省无锡市滨湖区高浪东路999号(软件研发大厦)707","江苏","21"
"中兴通讯股份有限公司","北京百卓网络技术有限公司","H04L29/06","北京","100095 北京市海淀区中关村环保园地锦路5号院3号楼百卓大厦","北京","10"
"阿里巴巴集团控股有限公司","创新先进技术有限公司","H04L9/32","开曼群岛","开曼群岛大开曼岛西湾路802号木槿街大展览馆31119号邮箱","开曼","开曼"
"长春工业大学","无锡学院","G06T7/11; G06T7/13; G06T7/00","江苏","214000 江苏省无锡市无锡大道333号","江苏","21"
"惠州TCL移动通信有限公司","佛山市润千宇知识产权服务有限公司","G06F21/31","广东","528000 广东省佛山市禅城区祖庙街道福宁路213号一座写字楼2103室G001","广东","52"
"谷歌有限责任公司","瑞典爱立信有限公司","G06F3/00","美国","瑞典斯德哥尔摩","美国","瑞典"
"中国科学院计算技术研究所","上海斐讯数据通信技术有限公司","G06F9/48; G06F9/46","北京","201600 上海市松江区广富林路4855弄90号","北京","20"
"河西学院","合肥净龙环保科技有限公司","H04L9/00","甘肃","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","甘肃","23"
"杭州师范大学钱江学院","杭州师范大学","G06F40/211; G06F40/284; G06F16/9535; G06F16/33","浙江","311121 浙江省杭州市余杭区余杭塘路2318号","浙江","31"
"北京航空航天大学","华为技术有限公司","G06F9/455; G06F9/46","北京","518129 中国广东省深圳市龙岗区坂田华为基地总部办公楼","北京","51"
"惠普发展公司, 有限责任合伙企业","慧与发展有限责任合伙企业","G06F13/14; G06F13/38","美国","美国德克萨斯州","美国","美国"
"北京科技大学","江苏博智软件科技股份有限公司","G06F21/55","北京","210000 江苏省南京市雨花台区软件大道168号3栋5层","北京","21"
"成都信息工程大学","深圳万知达科技有限公司","G06V20/40; G06V10/40; G06V10/74; G06V10/77","四川","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","四川","51"
"盐城工学院","龙图腾网科技(合肥)股份有限公司","G01R27/02","江苏","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","江苏","23"
"陕西师范大学","中科柏诚科技(北京)股份有限公司","H04L67/1097; H04L9/08; H04L9/32; H04L9/40; G06F21/64; H04L1/00","北京","101300 北京市顺义区高丽营镇文化营村北(临空二路1号)","北京","10"
"泰州悦诚科技信息咨询中心","武汉烽火信息集成技术有限公司","G06F3/06; G06T5/00; G06T7/194; G01D21/02","湖北","430000 湖北省武汉市洪山区邮科院路88号","湖北","43"
"江苏科技大学","龙图腾网科技(合肥)股份有限公司","G06T5/00","江苏","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","江苏","23"
"英业达集团(天津)电子技术有限公司; 英业达股份有限公司","北京智谷技术服务有限公司","G06F12/08; G06F12/0868","天津","100085 北京市海淀区小营西路33号1层1F06室","天津","10"
"百度在线网络技术(北京)有限公司","阿波罗智能技术(北京)有限公司","G06V20/70; G06V10/762; G06T19/00; G06T17/20; G06T7/73; G06T7/246","北京","100085 北京市海淀区上地十街10号1幢1层105","北京","10"
"X开发有限责任公司","谷歌有限责任公司","G06F11/36; G06N3/04; G06N3/08","美国","美国加利福尼亚州","美国","美国"
"吴少凡","北京星诺科技有限公司","G06F3/0354; H02J7/35; H02S20/30; H02K7/18; H02J7/32","湖北","102400 北京市房山区良乡凯旋大街建设路18号—D6556","湖北","10"
"成都市顶钻科技有限公司","贵州众量鑫科技有限公司","G06F3/01; G06F1/16","四川","550003 贵州省贵阳市南明区法院街C栋大厦脑百信数码世界2楼19号[市府社区]","四川","55"
"中国南方电网有限责任公司; 南方电网数字电网研究院股份有限公司","南方电网数字平台科技(广东)有限公司","G06F9/451","广东","518101 广东省深圳市宝安区西乡街道臣田社区宝田工业区40栋3层","广东","51"
"深圳艺达文化传媒有限公司","南京硅基智能科技有限公司","G06T3/00; G06T7/62; G06T7/90; G06K9/00","江苏","210000 江苏省南京市雨花台区凤信路20号万博科技园C号楼4层","江苏","21"
"美国西门子医疗解决公司","西门子医疗有限公司","G06T7/00; G06T7/60; G06T5/00","美国","德国埃朗根","美国","德国"
"诺基亚通信公司","北京小米移动软件有限公司","H04L1/00; H04L1/16","芬兰","北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","芬兰","北京"
"闽江学院","合肥智慧龙机械设计有限公司","G06V40/16; G06V10/764; G06V10/46; G06V10/82; G06N3/0464; G06N3/0442; G06N3/08","福建","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","福建","23"
"中兴通讯股份有限公司; 南京中兴新软件有限责任公司","南京中兴新软件有限责任公司; 中兴通讯股份有限公司","H04L12/58; H04L29/06","广东","210012 江苏省南京市雨花台区紫荆花路68号; 518057 广东省深圳市南山区科技南路55号","广东","21"
"上海明略人工智能(集团)有限公司","上海明胜品智人工智能科技有限公司","G06Q30/02","上海","200030 上海市徐汇区龙兰路277号2号楼5楼5B06单元","上海","20"
"郑州云海信息技术有限公司","苏州浪潮智能科技有限公司","H04L29/08; G06F9/50","江苏","215100 江苏省苏州市吴中区吴中经济开发区郭巷街道官浦路1号9幢","江苏","21"
"滨州学院","上海斐讯数据通信技术有限公司","G06F17/50; H03K19/00","山东","201616 上海市松江区文吉路99号1号楼3楼","山东","20"
"TCL移动通信科技(宁波)有限公司","广州宾聚科技有限公司","G06F11/07; G06F11/22; G09G3/00; G09G3/34","浙江","510640 广东省广州市天河区科华街1号301至353室E162房(仅限办公)","浙江","51"
"LG电子株式会社","高通股份有限公司","H04L1/00; H04L5/00; H04W72/14","韩国","美国加利福尼亚","韩国","美国"
"LSI公司","安华高科技股份有限公司","G06F13/16; G06F3/06","美国","新加坡新加坡市","美国","新加"
"努比亚技术有限公司","好活(昆山)网络科技有限公司","G06F9/445; G06F9/48; G06F21/31","江苏","215300 江苏省苏州市昆山市玉山镇祖冲之南路1699号9号房综合南楼1008室","江苏","21"
"芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","H04L1/18; H04L1/16; H04L1/00; H04L1/06","上海","201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室","上海","20"
"南京师范大学","常熟南师大发展研究院有限公司","H04L27/00","江苏","215500 江苏省常熟市东南经济开发区金都路8号","江苏","21"
"沈阳航空航天大学","龙图腾网科技(合肥)股份有限公司","H04L9/40","辽宁","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","辽宁","23"
"山东公链信息科技有限公司","湖北华中电力科技开发有限责任公司","H04L9/00; H04L9/40","山东","430000 湖北省武汉市洪山区珞瑜路546号","山东","43"
"武汉大学","深圳市汇顶科技股份有限公司","H04L9/14; H04L9/06; H04L9/32","湖北","518045 广东省深圳市福田保税区腾飞工业大厦B座13层","湖北","51"
"江苏科技大学","常熟南师大发展研究院有限公司","G06F1/16; G08C17/02","江苏","215500 江苏省常熟市东南经济开发区金都路8号","江苏","21"
"深圳大图科创技术开发有限公司","上海工业控制安全创新科技有限公司","G08G1/0967","上海","200333 上海市普陀区云岭西路600弄6号901室","上海","20"
"阿里巴巴新加坡控股有限公司","浙江菜鸟供应链管理有限公司","G06F30/27; G06N3/04; G06N3/08; G06F111/04","新加坡","浙江省杭州市余杭区五常街道文一西路969号3幢4层437室","新加","浙江"
"太仓红码软件技术有限公司","上海臻客信息技术服务有限公司","G06Q30/06; G06F16/9535","上海","202150 上海市崇明区长兴镇潘园公路1385号10幢105室","上海","20"
"奇智软件(北京)有限公司","北京奇虎科技有限公司","G06F9/445","北京","100088 北京市西城区新街口外大街28号D座112室(德胜园区)","北京","10"
"陕西科技大学","深圳万知达科技有限公司","G06K9/00; G06F21/31; G06F21/60","陕西","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","陕西","51"
"西南科技大学","合肥净龙环保科技有限公司","G06F30/13; G06F30/20; G06F119/14","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","四川","23"
"华为数字技术(成都)有限公司; 华为技术有限公司","华为技术有限公司; 超聚变数字技术有限公司","G06F3/06; G06F11/16","四川","518129 广东省深圳市龙岗区坂田华为总部办公楼; 450046 河南省郑州市郑东新区龙子湖智慧岛正商博雅广场1号楼9层","四川","51"
"西门子(中国)有限公司","西门子股份公司","G06F16/00","北京","德国慕尼黑","北京","德国"
"盐城工学院","上海观安信息技术股份有限公司","H04L29/06; H04L12/26","江苏","200120 上海市浦东新区泥城镇云端路1412弄15号二层1室","江苏","20"
"深圳先进技术研究院","常熟市知识产权运营中心有限公司","G06F19/00; G01W1/00","广东","215500 江苏省苏州市常熟市草荡路13号","广东","21"
"重庆邮电大学","芽米科技(广州)有限公司","G06T5/73","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"国际商业机器公司","思科技术公司","H04L29/06; H04Q7/38; H04B7/26; H04Q7/34; H04W60/00; H04W8/26; H04W80/04","美国","美国加利福尼亚州","美国","美国"
"张仁平","福州环亚众志计算机有限公司","H04L29/06; G06F21/36; G06F21/46","福建","350000 福建省福州市马尾区湖里路27号1楼2-57D室(自贸试验区内)","福建","35"
"阿尔卡特朗讯公司","诺基亚技术有限公司","H04L12/18; H04L45/247; H04L45/16; H04L45/24; H04L45/28; H04L45/50","法国","芬兰埃斯波","法国","芬兰"
"北京奇虎科技有限公司; 奇智软件(北京)有限公司","北京奇安信科技有限公司","H04L29/06; H04L29/08","北京","100015 北京市朝阳区酒仙桥路甲10号3号楼15层17层1701-26","北京","10"
"北京京东尚科信息技术有限公司; 北京京东世纪贸易有限公司","北京京东乾石科技有限公司","G06Q10/08; G06K17/00","北京","100176 北京市大兴区北京经济技术开发区科创十一街18号院2号楼19层A1905室","北京","10"
"成都信息工程大学","芽米科技(广州)有限公司","H04L9/32; H04L9/08","四川","510530 广东省广州市黄埔区科丰路85号801房","四川","51"
"杨明","北京建筑大学","H04N7/18; G08B21/02","北京","100032 北京市西城区展览馆路1号","北京","10"
"株式会社日立制作所","谷歌公司","G06F3/06; G06F9/445; G06F12/00; G06F12/02; G06F12/08; G06F13/00; G06F13/38","日本","美国加利福尼亚州","日本","美国"
"杭州师范大学钱江学院","芽米科技(广州)有限公司","G06F16/9536; G06F16/9537; G06F16/903; G06Q50/00","浙江","510530 广东省广州市黄埔区科丰路85号801房","浙江","51"
"华为软件技术有限公司","华为技术有限公司","H04L9/32; H04L29/06","江苏","518129 广东省深圳市龙岗区坂田华为总部办公楼","江苏","51"
"北京旷视科技有限公司; 北京迈格威科技有限公司","原力金智(重庆)科技有限公司","G06F16/9537; G06K9/32; G06K9/46; H04W4/029; H04W4/33; G06V30/224; H04W4/02","北京","401100 重庆市渝北区两江新区卉竹路2号9幢2层257号","北京","40"
"安庆师范大学","龙图腾网科技(合肥)股份有限公司","G06Q10/04; G06Q50/26; G06N3/12","安徽","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","安徽","23"
"烽火通信科技股份有限公司","烽火通信科技股份有限公司; 武汉飞思灵微电子技术有限公司","H04L12/851; G06F16/31; G06F16/33","湖北","430000 湖北省武汉市东湖高新技术开发区高新四路6号","湖北","43"
"阿里巴巴(中国)有限公司","拉扎斯网络科技(上海)有限公司","G06F11/36; G06F21/12","浙江","200333 上海市普陀区真北路788号507室","浙江","20"
"华为技术有限公司","深圳传音控股股份有限公司","H04L29/06; H04L29/10","广东","518057 广东省深圳市南山区粤海街道深南大道9789号德赛科技大厦标识层17层(自然层15层)1702-1703号","广东","51"
"深兰科技(上海)有限公司","深兰机器人(上海)有限公司","G06V10/25; G06V10/75; G06V10/46","上海","200050 上海市长宁区长宁999号6227室","上海","20"
